uf_code,uf_name,year,age_group,age_mid,age_lower,age_upper,population
17,3,2017,80-84,82,80,84,12033
17,3,2017,85+,87,85,Inf,8968
17,3,2018,<1,0.5,0,0,25716
17,3,2018,1-4,2.5,1,4,99195
17,3,2018,5-9,7,5,9,126403
17,3,2018,10-11,10.5,10,11,52859
17,3,2018,12,12,12,12,27755
17,3,2018,13-17,15,13,17,137260
17,3,2018,18-19,18.5,18,19,57728
17,3,2018,20-24,22,20,24,143409
17,3,2018,25-29,27,25,29,135066
17,3,2018,30-34,32,30,34,129550
17,3,2018,35-39,37,35,39,122917
17,3,2018,40-44,42,40,44,107549
17,3,2018,45-49,47,45,49,89929
17,3,2018,50-54,52,50,54,77922
17,3,2018,55-59,57,55,59,63057
17,3,2018,60-64,62,60,64,50239
17,3,2018,65-69,67,65,69,38975
17,3,2018,70-74,72,70,74,28178
17,3,2018,75-79,77,75,79,19524
17,3,2018,80-84,82,80,84,12611
17,3,2018,85+,87,85,Inf,9387
17,3,2019,<1,0.5,0,0,25641
17,3,2019,1-4,2.5,1,4,99792
17,3,2019,5-9,7,5,9,125475
17,3,2019,10-11,10.5,10,11,52123
17,3,2019,12,12,12,12,26741
17,3,2019,13-17,15,13,17,137298
17,3,2019,18-19,18.5,18,19,56209
17,3,2019,20-24,22,20,24,144130
17,3,2019,25-29,27,25,29,136343
17,3,2019,30-34,32,30,34,130427
17,3,2019,35-39,37,35,39,124529
17,3,2019,40-44,42,40,44,111552
17,3,2019,45-49,47,45,49,91952
17,3,2019,50-54,52,50,54,80356
17,3,2019,55-59,57,55,59,65362
17,3,2019,60-64,62,60,64,51972
17,3,2019,65-69,67,65,69,40532
17,3,2019,70-74,72,70,74,29350
17,3,2019,75-79,77,75,79,20094
17,3,2019,80-84,82,80,84,13138
17,3,2019,85+,87,85,Inf,9850
17,3,2020,<1,0.5,0,0,25560
17,3,2020,1-4,2.5,1,4,99876
17,3,2020,5-9,7,5,9,125619
17,3,2020,10-11,10.5,10,11,51344
17,3,2020,12,12,12,12,26153
17,3,2020,13-17,15,13,17,136673
17,3,2020,18-19,18.5,18,19,54851
17,3,2020,20-24,22,20,24,144051
17,3,2020,25-29,27,25,29,137673
17,3,2020,30-34,32,30,34,131322
17,3,2020,35-39,37,35,39,126007
17,3,2020,40-44,42,40,44,114987
17,3,2020,45-49,47,45,49,94634
17,3,2020,50-54,52,50,54,82545
17,3,2020,55-59,57,55,59,67721
17,3,2020,60-64,62,60,64,53833
17,3,2020,65-69,67,65,69,42077
17,3,2020,70-74,72,70,74,30583
17,3,2020,75-79,77,75,79,20791
17,3,2020,80-84,82,80,84,13598
17,3,2020,85+,87,85,Inf,10350
17,3,2021,<1,0.5,0,0,25476
17,3,2021,1-4,2.5,1,4,100939
17,3,2021,5-9,7,5,9,124661
17,3,2021,10-11,10.5,10,11,50757
17,3,2021,12,12,12,12,26006
17,3,2021,13-17,15,13,17,135210
17,3,2021,18-19,18.5,18,19,54754
17,3,2021,20-24,22,20,24,142687
17,3,2021,25-29,27,25,29,139038
17,3,2021,30-34,32,30,34,132300
17,3,2021,35-39,37,35,39,127297
17,3,2021,40-44,42,40,44,117887
17,3,2021,45-49,47,45,49,97906
17,3,2021,50-54,52,50,54,84489
17,3,2021,55-59,57,55,59,70154
17,3,2021,60-64,62,60,64,55792
17,3,2021,65-69,67,65,69,43629
17,3,2021,70-74,72,70,74,31880
17,3,2021,75-79,77,75,79,21589
17,3,2021,80-84,82,80,84,14020
17,3,2021,85+,87,85,Inf,10892
17,3,2022,<1,0.5,0,0,25373
17,3,2022,1-4,2.5,1,4,101840
17,3,2022,5-9,7,5,9,123886
17,3,2022,10-11,10.5,10,11,50698
17,3,2022,12,12,12,12,25374
17,3,2022,13-17,15,13,17,133936
17,3,2022,18-19,18.5,18,19,54675
17,3,2022,20-24,22,20,24,140652
17,3,2022,25-29,27,25,29,140517
17,3,2022,30-34,32,30,34,133387
17,3,2022,35-39,37,35,39,128358
17,3,2022,40-44,42,40,44,120222
17,3,2022,45-49,47,45,49,101797
17,3,2022,50-54,52,50,54,86122
17,3,2022,55-59,57,55,59,72698
17,3,2022,60-64,62,60,64,57859
17,3,2022,65-69,67,65,69,45168
17,3,2022,70-74,72,70,74,33240
17,3,2022,75-79,77,75,79,22483
17,3,2022,80-84,82,80,84,14411
17,3,2022,85+,87,85,Inf,11487
17,3,2023,<1,0.5,0,0,25238
17,3,2023,1-4,2.5,1,4,101511
17,3,2023,5-9,7,5,9,124744
17,3,2023,10-11,10.5,10,11,50091
17,3,2023,12,12,12,12,25419
17,3,2023,13-17,15,13,17,131993
17,3,2023,18-19,18.5,18,19,54381
17,3,2023,20-24,22,20,24,138799
17,3,2023,25-29,27,25,29,141822
17,3,2023,30-34,32,30,34,134584
17,3,2023,35-39,37,35,39,129276
17,3,2023,40-44,42,40,44,122093
17,3,2023,45-49,47,45,49,105976
17,3,2023,50-54,52,50,54,87725
17,3,2023,55-59,57,55,59,75245
17,3,2023,60-64,62,60,64,60015
17,3,2023,65-69,67,65,69,46735
17,3,2023,70-74,72,70,74,34647
17,3,2023,75-79,77,75,79,23446
17,3,2023,80-84,82,80,84,14822
17,3,2023,85+,87,85,Inf,12104
17,3,2024,<1,0.5,0,0,25093
17,3,2024,1-4,2.5,1,4,101122
17,3,2024,5-9,7,5,9,125269
17,3,2024,10-11,10.5,10,11,49848
17,3,2024,12,12,12,12,25313
17,3,2024,13-17,15,13,17,129665
17,3,2024,18-19,18.5,18,19,54856
17,3,2024,20-24,22,20,24,136888
17,3,2024,25-29,27,25,29,142567
17,3,2024,30-34,32,30,34,135857
17,3,2024,35-39,37,35,39,130152
17,3,2024,40-44,42,40,44,123697
17,3,2024,45-49,47,45,49,109931
17,3,2024,50-54,52,50,54,89730
17,3,2024,55-59,57,55,59,77624
17,3,2024,60-64,62,60,64,62243
17,3,2024,65-69,67,65,69,48380
17,3,2024,70-74,72,70,74,36078
17,3,2024,75-79,77,75,79,24467
17,3,2024,80-84,82,80,84,15302
17,3,2024,85+,87,85,Inf,12709
21,3,2015,<1,0.5,0,0,120084
21,3,2015,1-4,2.5,1,4,477482
21,3,2015,5-9,7,5,9,665960
21,3,2015,10-11,10.5,10,11,282341
21,3,2015,12,12,12,12,138494
21,3,2015,13-17,15,13,17,695483
21,3,2015,18-19,18.5,18,19,282394
21,3,2015,20-24,22,20,24,648513
21,3,2015,25-29,27,25,29,616321
21,3,2015,30-34,32,30,34,571148
21,3,2015,35-39,37,35,39,488079
21,3,2015,40-44,42,40,44,394542
21,3,2015,45-49,47,45,49,346160
21,3,2015,50-54,52,50,54,294177
21,3,2015,55-59,57,55,59,243143
21,3,2015,60-64,62,60,64,200374
21,3,2015,65-69,67,65,69,154940
21,3,2015,70-74,72,70,74,116667
21,3,2015,75-79,77,75,79,84255
21,3,2015,80-84,82,80,84,50544
21,3,2015,85+,87,85,Inf,45143
21,3,2016,<1,0.5,0,0,117830
21,3,2016,1-4,2.5,1,4,471552
21,3,2016,5-9,7,5,9,646718
21,3,2016,10-11,10.5,10,11,281492
21,3,2016,12,12,12,12,140806
21,3,2016,13-17,15,13,17,685286
21,3,2016,18-19,18.5,18,19,285333
21,3,2016,20-24,22,20,24,652337
21,3,2016,25-29,27,25,29,612698
21,3,2016,30-34,32,30,34,578521
21,3,2016,35-39,37,35,39,503771
21,3,2016,40-44,42,40,44,407386
21,3,2016,45-49,47,45,49,352183
21,3,2016,50-54,52,50,54,301495
21,3,2016,55-59,57,55,59,249103
21,3,2016,60-64,62,60,64,205024
21,3,2016,65-69,67,65,69,159503
21,3,2016,70-74,72,70,74,118996
21,3,2016,75-79,77,75,79,86010
21,3,2016,80-84,82,80,84,52550
21,3,2016,85+,87,85,Inf,46505
21,3,2017,<1,0.5,0,0,117875
21,3,2017,1-4,2.5,1,4,468183
21,3,2017,5-9,7,5,9,626801
21,3,2017,10-11,10.5,10,11,277390
21,3,2017,12,12,12,12,140036
21,3,2017,13-17,15,13,17,678971
21,3,2017,18-19,18.5,18,19,284626
21,3,2017,20-24,22,20,24,659423
21,3,2017,25-29,27,25,29,608053
21,3,2017,30-34,32,30,34,583935
21,3,2017,35-39,37,35,39,518311
21,3,2017,40-44,42,40,44,422710
21,3,2017,45-49,47,45,49,357389
21,3,2017,50-54,52,50,54,309117
21,3,2017,55-59,57,55,59,255508
21,3,2017,60-64,62,60,64,209453
21,3,2017,65-69,67,65,69,164478
21,3,2017,70-74,72,70,74,121591
21,3,2017,75-79,77,75,79,87550
21,3,2017,80-84,82,80,84,54660
21,3,2017,85+,87,85,Inf,48088
21,3,2018,<1,0.5,0,0,119616
21,3,2018,1-4,2.5,1,4,469328
21,3,2018,5-9,7,5,9,605783
21,3,2018,10-11,10.5,10,11,270088
21,3,2018,12,12,12,12,139982
21,3,2018,13-17,15,13,17,674875
21,3,2018,18-19,18.5,18,19,280283
21,3,2018,20-24,22,20,24,667534
21,3,2018,25-29,27,25,29,603716
21,3,2018,30-34,32,30,34,587200
21,3,2018,35-39,37,35,39,531431
21,3,2018,40-44,42,40,44,439652
21,3,2018,45-49,47,45,49,362873
21,3,2018,50-54,52,50,54,316754
21,3,2018,55-59,57,55,59,262263
21,3,2018,60-64,62,60,64,213872
21,3,2018,65-69,67,65,69,169641
21,3,2018,70-74,72,70,74,124524
21,3,2018,75-79,77,75,79,89031
21,3,2018,80-84,82,80,84,56753
21,3,2018,85+,87,85,Inf,49856
21,3,2019,<1,0.5,0,0,118742
21,3,2019,1-4,2.5,1,4,470639
21,3,2019,5-9,7,5,9,593482
21,3,2019,10-11,10.5,10,11,259773
21,3,2019,12,12,12,12,135963
21,3,2019,13-17,15,13,17,679329
21,3,2019,18-19,18.5,18,19,268897
21,3,2019,20-24,22,20,24,673106
21,3,2019,25-29,27,25,29,601734
21,3,2019,30-34,32,30,34,588105
21,3,2019,35-39,37,35,39,542850
21,3,2019,40-44,42,40,44,456840
21,3,2019,45-49,47,45,49,370253
21,3,2019,50-54,52,50,54,323964
21,3,2019,55-59,57,55,59,269209
21,3,2019,60-64,62,60,64,218641
21,3,2019,65-69,67,65,69,174664
21,3,2019,70-74,72,70,74,127882
21,3,2019,75-79,77,75,79,90656
21,3,2019,80-84,82,80,84,58663
21,3,2019,85+,87,85,Inf,51789
21,3,2020,<1,0.5,0,0,117959
21,3,2020,1-4,2.5,1,4,469444
21,3,2020,5-9,7,5,9,587909
21,3,2020,10-11,10.5,10,11,247724
21,3,2020,12,12,12,12,132709
21,3,2020,13-17,15,13,17,685574
21,3,2020,18-19,18.5,18,19,254678
21,3,2020,20-24,22,20,24,674011
21,3,2020,25-29,27,25,29,603246
21,3,2020,30-34,32,30,34,586595
21,3,2020,35-39,37,35,39,552389
21,3,2020,40-44,42,40,44,473307
21,3,2020,45-49,47,45,49,380504
21,3,2020,50-54,52,50,54,330568
21,3,2020,55-59,57,55,59,276235
21,3,2020,60-64,62,60,64,223963
21,3,2020,65-69,67,65,69,179357
21,3,2020,70-74,72,70,74,131701
21,3,2020,75-79,77,75,79,92546
21,3,2020,80-84,82,80,84,60327
21,3,2020,85+,87,85,Inf,53852
21,3,2021,<1,0.5,0,0,117144
21,3,2021,1-4,2.5,1,4,469702
21,3,2021,5-9,7,5,9,579928
21,3,2021,10-11,10.5,10,11,242980
21,3,2021,12,12,12,12,125681
21,3,2021,13-17,15,13,17,679955
21,3,2021,18-19,18.5,18,19,257656
21,3,2021,20-24,22,20,24,664661
21,3,2021,25-29,27,25,29,607787
21,3,2021,30-34,32,30,34,583542
21,3,2021,35-39,37,35,39,559971
21,3,2021,40-44,42,40,44,488936
21,3,2021,45-49,47,45,49,393242
21,3,2021,50-54,52,50,54,336599
21,3,2021,55-59,57,55,59,283425
21,3,2021,60-64,62,60,64,229756
21,3,2021,65-69,67,65,69,183817
21,3,2021,70-74,72,70,74,135913
21,3,2021,75-79,77,75,79,94677
21,3,2021,80-84,82,80,84,61813
21,3,2021,85+,87,85,Inf,56077
21,3,2022,<1,0.5,0,0,116214
21,3,2022,1-4,2.5,1,4,469096
21,3,2022,5-9,7,5,9,576790
21,3,2022,10-11,10.5,10,11,238531
21,3,2022,12,12,12,12,120694
21,3,2022,13-17,15,13,17,665010
21,3,2022,18-19,18.5,18,19,268732
21,3,2022,20-24,22,20,24,647468
21,3,2022,25-29,27,25,29,615549
21,3,2022,30-34,32,30,34,579473
21,3,2022,35-39,37,35,39,565628
21,3,2022,40-44,42,40,44,503450
21,3,2022,45-49,47,45,49,408397
21,3,2022,50-54,52,50,54,341855
21,3,2022,55-59,57,55,59,290909
21,3,2022,60-64,62,60,64,235971
21,3,2022,65-69,67,65,69,188084
21,3,2022,70-74,72,70,74,140499
21,3,2022,75-79,77,75,79,97032
21,3,2022,80-84,82,80,84,63153
21,3,2022,85+,87,85,Inf,58506
21,3,2023,<1,0.5,0,0,115229
21,3,2023,1-4,2.5,1,4,465820
21,3,2023,5-9,7,5,9,579848
21,3,2023,10-11,10.5,10,11,229457
21,3,2023,12,12,12,12,120960
21,3,2023,13-17,15,13,17,645858
21,3,2023,18-19,18.5,18,19,270450
21,3,2023,20-24,22,20,24,638233
21,3,2023,25-29,27,25,29,624322
21,3,2023,30-34,32,30,34,575699
21,3,2023,35-39,37,35,39,569172
21,3,2023,40-44,42,40,44,516575
21,3,2023,45-49,47,45,49,425135
21,3,2023,50-54,52,50,54,347389
21,3,2023,55-59,57,55,59,298417
21,3,2023,60-64,62,60,64,242518
21,3,2023,65-69,67,65,69,192354
21,3,2023,70-74,72,70,74,145252
21,3,2023,75-79,77,75,79,99666
21,3,2023,80-84,82,80,84,64466
21,3,2023,85+,87,85,Inf,61030
21,3,2024,<1,0.5,0,0,114199
21,3,2024,1-4,2.5,1,4,462428
21,3,2024,5-9,7,5,9,580462
21,3,2024,10-11,10.5,10,11,226744
21,3,2024,12,12,12,12,116272
21,3,2024,13-17,15,13,17,627043
21,3,2024,18-19,18.5,18,19,269813
21,3,2024,20-24,22,20,24,632846
21,3,2024,25-29,27,25,29,630580
21,3,2024,30-34,32,30,34,574247
21,3,2024,35-39,37,35,39,570385
21,3,2024,40-44,42,40,44,528039
21,3,2024,45-49,47,45,49,442120
21,3,2024,50-54,52,50,54,354757
21,3,2024,55-59,57,55,59,305526
21,3,2024,60-64,62,60,64,249253
21,3,2024,65-69,67,65,69,196940
21,3,2024,70-74,72,70,74,149895
21,3,2024,75-79,77,75,79,102655
21,3,2024,80-84,82,80,84,65894
21,3,2024,85+,87,85,Inf,63519
22,3,2015,<1,0.5,0,0,48743
22,3,2015,1-4,2.5,1,4,192414
22,3,2015,5-9,7,5,9,259182
22,3,2015,10-11,10.5,10,11,111872
22,3,2015,12,12,12,12,56620
22,3,2015,13-17,15,13,17,308891
22,3,2015,18-19,18.5,18,19,122492
22,3,2015,20-24,22,20,24,287179
22,3,2015,25-29,27,25,29,279904
22,3,2015,30-34,32,30,34,262238
22,3,2015,35-39,37,35,39,241599
22,3,2015,40-44,42,40,44,202974
22,3,2015,45-49,47,45,49,186393
22,3,2015,50-54,52,50,54,165398
22,3,2015,55-59,57,55,59,138226
22,3,2015,60-64,62,60,64,114055
22,3,2015,65-69,67,65,69,90461
22,3,2015,70-74,72,70,74,66747
22,3,2015,75-79,77,75,79,49308
22,3,2015,80-84,82,80,84,28854
22,3,2015,85+,87,85,Inf,24141
22,3,2016,<1,0.5,0,0,48065
22,3,2016,1-4,2.5,1,4,190848
22,3,2016,5-9,7,5,9,252216
22,3,2016,10-11,10.5,10,11,111849
22,3,2016,12,12,12,12,55369
22,3,2016,13-17,15,13,17,302155
22,3,2016,18-19,18.5,18,19,123072
22,3,2016,20-24,22,20,24,286905
22,3,2016,25-29,27,25,29,276626
22,3,2016,30-34,32,30,34,263461
22,3,2016,35-39,37,35,39,246178
22,3,2016,40-44,42,40,44,208177
22,3,2016,45-49,47,45,49,188236
22,3,2016,50-54,52,50,54,168833
22,3,2016,55-59,57,55,59,141936
22,3,2016,60-64,62,60,64,116800
22,3,2016,65-69,67,65,69,93039
22,3,2016,70-74,72,70,74,68440
22,3,2016,75-79,77,75,79,50047
22,3,2016,80-84,82,80,84,29745
22,3,2016,85+,87,85,Inf,24231
22,3,2017,<1,0.5,0,0,47870
22,3,2017,1-4,2.5,1,4,189277
22,3,2017,5-9,7,5,9,246907
22,3,2017,10-11,10.5,10,11,108682
22,3,2017,12,12,12,12,56221
22,3,2017,13-17,15,13,17,294755
22,3,2017,18-19,18.5,18,19,122600
22,3,2017,20-24,22,20,24,288006
22,3,2017,25-29,27,25,29,272445
22,3,2017,30-34,32,30,34,264911
22,3,2017,35-39,37,35,39,249185
22,3,2017,40-44,42,40,44,214815
22,3,2017,45-49,47,45,49,189540
22,3,2017,50-54,52,50,54,172067
22,3,2017,55-59,57,55,59,145884
22,3,2017,60-64,62,60,64,119531
22,3,2017,65-69,67,65,69,95588
22,3,2017,70-74,72,70,74,70557
22,3,2017,75-79,77,75,79,50471
22,3,2017,80-84,82,80,84,30963
22,3,2017,85+,87,85,Inf,24351
22,3,2018,<1,0.5,0,0,48565
22,3,2018,1-4,2.5,1,4,189385
22,3,2018,5-9,7,5,9,241507
22,3,2018,10-11,10.5,10,11,104637
22,3,2018,12,12,12,12,55353
22,3,2018,13-17,15,13,17,289249
22,3,2018,18-19,18.5,18,19,121038
22,3,2018,20-24,22,20,24,289713
22,3,2018,25-29,27,25,29,268125
22,3,2018,30-34,32,30,34,266051
22,3,2018,35-39,37,35,39,251014
22,3,2018,40-44,42,40,44,222177
22,3,2018,45-49,47,45,49,190907
22,3,2018,50-54,52,50,54,175035
22,3,2018,55-59,57,55,59,149909
22,3,2018,60-64,62,60,64,122339
22,3,2018,65-69,67,65,69,98119
22,3,2018,70-74,72,70,74,72959
22,3,2018,75-79,77,75,79,50826
22,3,2018,80-84,82,80,84,32287
22,3,2018,85+,87,85,Inf,24559
22,3,2019,<1,0.5,0,0,48109
22,3,2019,1-4,2.5,1,4,190397
22,3,2019,5-9,7,5,9,238009
22,3,2019,10-11,10.5,10,11,100812
22,3,2019,12,12,12,12,53060
22,3,2019,13-17,15,13,17,281317
22,3,2019,18-19,18.5,18,19,121624
22,3,2019,20-24,22,20,24,290786
22,3,2019,25-29,27,25,29,264919
22,3,2019,30-34,32,30,34,265970
22,3,2019,35-39,37,35,39,252388
22,3,2019,40-44,42,40,44,229124
22,3,2019,45-49,47,45,49,193239
22,3,2019,50-54,52,50,54,177639
22,3,2019,55-59,57,55,59,153786
22,3,2019,60-64,62,60,64,125369
22,3,2019,65-69,67,65,69,100658
22,3,2019,70-74,72,70,74,75417
22,3,2019,75-79,77,75,79,51466
22,3,2019,80-84,82,80,84,33422
22,3,2019,85+,87,85,Inf,24936
22,3,2020,<1,0.5,0,0,47662
22,3,2020,1-4,2.5,1,4,189823
22,3,2020,5-9,7,5,9,236899
22,3,2020,10-11,10.5,10,11,97511
22,3,2020,12,12,12,12,51314
22,3,2020,13-17,15,13,17,274063
22,3,2020,18-19,18.5,18,19,120281
22,3,2020,20-24,22,20,24,290434
22,3,2020,25-29,27,25,29,263560
22,3,2020,30-34,32,30,34,264157
22,3,2020,35-39,37,35,39,253728
22,3,2020,40-44,42,40,44,234938
22,3,2020,45-49,47,45,49,197055
22,3,2020,50-54,52,50,54,179878
22,3,2020,55-59,57,55,59,157366
22,3,2020,60-64,62,60,64,128689
22,3,2020,65-69,67,65,69,103233
22,3,2020,70-74,72,70,74,77791
22,3,2020,75-79,77,75,79,52578
22,3,2020,80-84,82,80,84,34243
22,3,2020,85+,87,85,Inf,25494
22,3,2021,<1,0.5,0,0,47236
22,3,2021,1-4,2.5,1,4,189477
22,3,2021,5-9,7,5,9,234733
22,3,2021,10-11,10.5,10,11,96699
22,3,2021,12,12,12,12,49242
22,3,2021,13-17,15,13,17,268805
22,3,2021,18-19,18.5,18,19,113644
22,3,2021,20-24,22,20,24,291277
22,3,2021,25-29,27,25,29,263658
22,3,2021,30-34,32,30,34,261171
22,3,2021,35-39,37,35,39,255056
22,3,2021,40-44,42,40,44,239520
22,3,2021,45-49,47,45,49,202211
22,3,2021,50-54,52,50,54,181725
22,3,2021,55-59,57,55,59,160714
22,3,2021,60-64,62,60,64,132233
22,3,2021,65-69,67,65,69,105830
22,3,2021,70-74,72,70,74,80135
22,3,2021,75-79,77,75,79,54058
22,3,2021,80-84,82,80,84,34853
22,3,2021,85+,87,85,Inf,26227
22,3,2022,<1,0.5,0,0,46774
22,3,2022,1-4,2.5,1,4,188901
22,3,2022,5-9,7,5,9,233041
22,3,2022,10-11,10.5,10,11,96471
22,3,2022,12,12,12,12,48020
22,3,2022,13-17,15,13,17,262724
22,3,2022,18-19,18.5,18,19,108723
22,3,2022,20-24,22,20,24,288707
22,3,2022,25-29,27,25,29,265113
22,3,2022,30-34,32,30,34,257286
22,3,2022,35-39,37,35,39,256611
22,3,2022,40-44,42,40,44,242557
22,3,2022,45-49,47,45,49,208769
22,3,2022,50-54,52,50,54,183055
22,3,2022,55-59,57,55,59,163872
22,3,2022,60-64,62,60,64,136005
22,3,2022,65-69,67,65,69,108413
22,3,2022,70-74,72,70,74,82468
22,3,2022,75-79,77,75,79,55873
22,3,2022,80-84,82,80,84,35255
22,3,2022,85+,87,85,Inf,27174
22,3,2023,<1,0.5,0,0,46228
22,3,2023,1-4,2.5,1,4,187169
22,3,2023,5-9,7,5,9,233912
22,3,2023,10-11,10.5,10,11,93993
22,3,2023,12,12,12,12,48434
22,3,2023,13-17,15,13,17,254582
22,3,2023,18-19,18.5,18,19,108379
22,3,2023,20-24,22,20,24,282363
22,3,2023,25-29,27,25,29,267164
22,3,2023,30-34,32,30,34,253260
22,3,2023,35-39,37,35,39,257860
22,3,2023,40-44,42,40,44,244440
22,3,2023,45-49,47,45,49,216034
22,3,2023,50-54,52,50,54,184446
22,3,2023,55-59,57,55,59,166782
22,3,2023,60-64,62,60,64,139852
22,3,2023,65-69,67,65,69,111065
22,3,2023,70-74,72,70,74,84795
22,3,2023,75-79,77,75,79,57920
22,3,2023,80-84,82,80,84,35621
22,3,2023,85+,87,85,Inf,28220
22,3,2024,<1,0.5,0,0,45619
22,3,2024,1-4,2.5,1,4,185343
22,3,2024,5-9,7,5,9,234543
22,3,2024,10-11,10.5,10,11,91975
22,3,2024,12,12,12,12,47796
22,3,2024,13-17,15,13,17,247725
22,3,2024,18-19,18.5,18,19,108411
22,3,2024,20-24,22,20,24,275367
22,3,2024,25-29,27,25,29,268589
22,3,2024,30-34,32,30,34,250328
22,3,2024,35-39,37,35,39,257901
22,3,2024,40-44,42,40,44,245879
22,3,2024,45-49,47,45,49,222895
22,3,2024,50-54,52,50,54,186781
22,3,2024,55-59,57,55,59,169343
22,3,2024,60-64,62,60,64,143561
22,3,2024,65-69,67,65,69,113923
22,3,2024,70-74,72,70,74,87131
22,3,2024,75-79,77,75,79,60015
22,3,2024,80-84,82,80,84,36199
22,3,2024,85+,87,85,Inf,29223
23,3,2015,<1,0.5,0,0,132481
23,3,2015,1-4,2.5,1,4,514451
23,3,2015,5-9,7,5,9,679900
23,3,2015,10-11,10.5,10,11,280490
23,3,2015,12,12,12,12,144390
23,3,2015,13-17,15,13,17,808381
23,3,2015,18-19,18.5,18,19,345088
23,3,2015,20-24,22,20,24,831684
23,3,2015,25-29,27,25,29,803507
23,3,2015,30-34,32,30,34,733327
23,3,2015,35-39,37,35,39,654129
23,3,2015,40-44,42,40,44,572883
23,3,2015,45-49,47,45,49,534512
23,3,2015,50-54,52,50,54,469954
23,3,2015,55-59,57,55,59,363864
23,3,2015,60-64,62,60,64,299273
23,3,2015,65-69,67,65,69,249259
23,3,2015,70-74,72,70,74,182909
23,3,2015,75-79,77,75,79,141873
23,3,2015,80-84,82,80,84,82887
23,3,2015,85+,87,85,Inf,80025
23,3,2016,<1,0.5,0,0,132145
23,3,2016,1-4,2.5,1,4,515934
23,3,2016,5-9,7,5,9,668505
23,3,2016,10-11,10.5,10,11,281389
23,3,2016,12,12,12,12,139771
23,3,2016,13-17,15,13,17,778119
23,3,2016,18-19,18.5,18,19,344936
23,3,2016,20-24,22,20,24,832912
23,3,2016,25-29,27,25,29,806070
23,3,2016,30-34,32,30,34,746110
23,3,2016,35-39,37,35,39,668540
23,3,2016,40-44,42,40,44,583432
23,3,2016,45-49,47,45,49,539599
23,3,2016,50-54,52,50,54,483695
23,3,2016,55-59,57,55,59,379692
23,3,2016,60-64,62,60,64,305989
23,3,2016,65-69,67,65,69,255523
23,3,2016,70-74,72,70,74,188889
23,3,2016,75-79,77,75,79,144458
23,3,2016,80-84,82,80,84,86528
23,3,2016,85+,87,85,Inf,80598
23,3,2017,<1,0.5,0,0,130866
23,3,2017,1-4,2.5,1,4,518351
23,3,2017,5-9,7,5,9,658901
23,3,2017,10-11,10.5,10,11,278559
23,3,2017,12,12,12,12,140478
23,3,2017,13-17,15,13,17,748048
23,3,2017,18-19,18.5,18,19,338964
23,3,2017,20-24,22,20,24,836017
23,3,2017,25-29,27,25,29,805944
23,3,2017,30-34,32,30,34,758722
23,3,2017,35-39,37,35,39,682056
23,3,2017,40-44,42,40,44,596758
23,3,2017,45-49,47,45,49,543146
23,3,2017,50-54,52,50,54,495079
23,3,2017,55-59,57,55,59,398168
23,3,2017,60-64,62,60,64,313073
23,3,2017,65-69,67,65,69,260691
23,3,2017,70-74,72,70,74,196822
23,3,2017,75-79,77,75,79,145451
23,3,2017,80-84,82,80,84,91659
23,3,2017,85+,87,85,Inf,81011
23,3,2018,<1,0.5,0,0,132989
23,3,2018,1-4,2.5,1,4,521128
23,3,2018,5-9,7,5,9,649600
23,3,2018,10-11,10.5,10,11,273631
23,3,2018,12,12,12,12,140675
23,3,2018,13-17,15,13,17,725653
23,3,2018,18-19,18.5,18,19,327350
23,3,2018,20-24,22,20,24,838245
23,3,2018,25-29,27,25,29,804296
23,3,2018,30-34,32,30,34,770228
23,3,2018,35-39,37,35,39,694946
23,3,2018,40-44,42,40,44,611973
23,3,2018,45-49,47,45,49,546478
23,3,2018,50-54,52,50,54,504322
23,3,2018,55-59,57,55,59,417762
23,3,2018,60-64,62,60,64,321239
23,3,2018,65-69,67,65,69,265311
23,3,2018,70-74,72,70,74,205706
23,3,2018,75-79,77,75,79,145979
23,3,2018,80-84,82,80,84,97272
23,3,2018,85+,87,85,Inf,81643
23,3,2019,<1,0.5,0,0,132182
23,3,2019,1-4,2.5,1,4,525849
23,3,2019,5-9,7,5,9,643033
23,3,2019,10-11,10.5,10,11,269207
23,3,2019,12,12,12,12,137653
23,3,2019,13-17,15,13,17,711490
23,3,2019,18-19,18.5,18,19,312506
23,3,2019,20-24,22,20,24,835224
23,3,2019,25-29,27,25,29,803135
23,3,2019,30-34,32,30,34,779221
23,3,2019,35-39,37,35,39,707765
23,3,2019,40-44,42,40,44,627560
23,3,2019,45-49,47,45,49,551502
23,3,2019,50-54,52,50,54,511947
23,3,2019,55-59,57,55,59,436154
23,3,2019,60-64,62,60,64,331495
23,3,2019,65-69,67,65,69,270254
23,3,2019,70-74,72,70,74,214007
23,3,2019,75-79,77,75,79,147663
23,3,2019,80-84,82,80,84,102023
23,3,2019,85+,87,85,Inf,82988
23,3,2020,<1,0.5,0,0,131236
23,3,2020,1-4,2.5,1,4,525627
23,3,2020,5-9,7,5,9,643343
23,3,2020,10-11,10.5,10,11,263976
23,3,2020,12,12,12,12,135755
23,3,2020,13-17,15,13,17,699546
23,3,2020,18-19,18.5,18,19,299375
23,3,2020,20-24,22,20,24,824514
23,3,2020,25-29,27,25,29,803522
23,3,2020,30-34,32,30,34,784859
23,3,2020,35-39,37,35,39,720751
23,3,2020,40-44,42,40,44,642514
23,3,2020,45-49,47,45,49,559412
23,3,2020,50-54,52,50,54,518399
