"variable","t","q025","q25","median","q75","q975","week_start"
"latent_infections",1,0.999999945561722,0.999999945561722,0.999999945561722,0.999999945561722,0.999999945561722,2015-01-04
"latent_infections",2,1.19595265687946,1.20158258684328,1.20556977158399,1.20929406218351,1.21671977325969,2015-01-11
"latent_infections",3,1.83009353362484,1.85324250654029,1.87293713365277,1.89019831548853,1.92314864036894,2015-01-18
"latent_infections",4,2.4790122109431,2.53076987206418,2.57150986990031,2.60574121590166,2.67137588698639,2015-01-25
"latent_infections",5,3.22735128101061,3.31952828191584,3.39146470026909,3.45112822654731,3.57982197646289,2015-02-01
"latent_infections",6,4.07101659221826,4.23504662235759,4.34094679948227,4.44340562284795,4.6544606584187,2015-02-08
"latent_infections",7,4.97948311358832,5.26527760253468,5.42081721675007,5.57156810160384,5.90369566512249,2015-02-15
"latent_infections",8,5.99139349690579,6.38573430552654,6.60873194591121,6.8305335405689,7.33325936515324,2015-02-22
"latent_infections",9,7.05326426181484,7.58904292845043,7.86634020039013,8.20379617844003,8.90476704855958,2015-03-01
"latent_infections",10,8.16213342678918,8.82963023091475,9.19158982863344,9.61182602159736,10.5312099995406,2015-03-08
"latent_infections",11,9.19241211148555,10.0700416160045,10.5098027849747,11.0520918711734,12.1724073000143,2015-03-15
"latent_infections",12,10.2919933957153,11.2963147128956,11.8413334603128,12.4519127531494,13.8725363504333,2015-03-22
"latent_infections",13,11.2319702468535,12.5139013654019,13.1466740237157,13.8345919115834,15.497119267208,2015-03-29
"latent_infections",14,12.12866199435,13.6534134104695,14.4097176502324,15.1140349359508,17.1439642601828,2015-04-05
"latent_infections",15,13.1558987390884,14.7328652267129,15.5788347854814,16.3493069603361,18.6600946431364,2015-04-12
"latent_infections",16,14.1194152728444,15.7912853810453,16.7270933846325,17.6627547771807,20.0806998720125,2015-04-19
"latent_infections",17,15.0762057073933,16.8862532299605,17.9165863255483,18.9856869591039,21.4235581185542,2015-04-26
"latent_infections",18,16.1918989862458,18.044852650971,19.1366136770959,20.388516355515,22.8306574039532,2015-05-03
"latent_infections",19,17.3410504003378,19.3370398448975,20.547867787724,21.8650437434264,24.4415835794813,2015-05-10
"latent_infections",20,18.8215683422362,20.8217321394561,22.1956780565517,23.6151426360839,26.3630705281881,2015-05-17
"latent_infections",21,20.5602223049519,22.5301495054516,24.0699113150722,25.6599660199563,28.4802443765676,2015-05-24
"latent_infections",22,22.6825913607054,24.696220425124,26.4334552073273,28.1607182009649,31.2251055483705,2015-05-31
"latent_infections",23,25.2523495446892,27.384406841124,29.2408433398904,31.2872703370643,34.5319912658061,2015-06-07
"latent_infections",24,28.2990645562167,30.711543707439,32.657153672878,35.0864619718555,38.7449539956475,2015-06-14
