"variable","t","q025","q25","median","q75","q975","week_start"
"latent_infections",1,0.99999996537583,0.99999996537583,0.99999996537583,0.99999996537583,0.99999996537583,2015-01-04
"latent_infections",2,1.23889238670739,1.25600134620979,1.26680281518315,1.27664459250178,1.29589883704528,2015-01-11
"latent_infections",3,2.00091254334378,2.08274518761627,2.1330026113467,2.17778779629277,2.26762184641952,2015-01-18
"latent_infections",4,2.80175231451665,2.98227680633349,3.09143484669135,3.19316073827182,3.3967539978702,2015-01-25
"latent_infections",5,3.7760553287481,4.12147750982906,4.32170068323309,4.51993201180817,4.94193801346818,2015-02-01
"latent_infections",6,4.923241395353,5.50462890416302,5.85082009245897,6.1976077902279,6.95119964355696,2015-02-08
"latent_infections",7,6.24860345626582,7.11941997959593,7.65755968510116,8.22249350651259,9.52802897476961,2015-02-15
"latent_infections",8,7.72842695383218,8.97389310744891,9.75731744809845,10.6638431813386,12.7003688176762,2015-02-22
"latent_infections",9,9.345835595147,11.0427628499271,12.1667766781622,13.4729578164396,16.4556091775585,2015-03-01
"latent_infections",10,11.0712392801433,13.2595896878626,14.8114316615026,16.562661728358,20.6262895366573,2015-03-08
"latent_infections",11,12.8707542314316,15.6559000581372,17.6633702695606,19.8937977695231,25.084201462374,2015-03-15
"latent_infections",12,14.7096884660851,18.2415170523428,20.6197694369984,23.4027719169149,29.7180300384646,2015-03-22
"latent_infections",13,16.5572559472036,20.7153989837897,23.6396078551112,26.9196172116478,34.4231657946831,2015-03-29
"latent_infections",14,18.3649729653344,23.2221306302487,26.6402441742303,30.3834799674145,39.0928390668878,2015-04-05
"latent_infections",15,20.2397096646926,25.5271782302827,29.543711509338,33.5989143773674,43.3714360195332,2015-04-12
"latent_infections",16,22.1957209289622,27.9034966633628,32.316194924533,36.5203968814763,46.7763463035612,2015-04-19
"latent_infections",17,24.0782756993747,30.126708011999,34.9601802164371,39.2638733566361,50.8294556309815,2015-04-26
"latent_infections",18,25.7079949191476,32.1533577294647,37.3038814701994,41.7061174011021,53.679975240984,2015-05-03
"latent_infections",19,27.1187183078559,34.0709187194508,39.4276657230177,43.9534124154517,55.6031569682174,2015-05-10
"latent_infections",20,28.5504843925311,35.9177421392824,41.182545750112,45.8026228508714,58.0503441662736,2015-05-17
"latent_infections",21,30.060254884285,37.4128796492013,42.891530361481,47.4678946832273,59.5397557109314,2015-05-24
"latent_infections",22,31.6415956839048,38.8393151857413,44.027330362278,48.7687672057611,60.3397942040789,2015-05-31
"latent_infections",23,32.9599388048303,40.1269333368374,44.9075909208566,49.6592670848092,60.9013297561028,2015-06-07
"latent_infections",24,34.165441411293,41.3199854337595,45.6700204221584,50.4550544647992,60.7283852199324,2015-06-14
"latent_infections",25,34.9936813742203,41.9184964594057,46.1910878632002,50.7819622341118,59.9397918117363,2015-06-21
"latent_infections",26,36.1349103709452,42.2990759115694,46.2710312768308,50.7077652510034,59.604964875742,2015-06-28
"latent_infections",27,36.7108446798546,42.4999190381531,46.0510914972402,50.1696314845253,58.6089286990927,2015-07-05
"latent_infections",28,36.846452970396,42.290718206498,45.78534778797,49.456140839455,57.4363381247314,2015-07-12
"latent_infections",29,36.4563050812848,41.8703253988168,45.0338376026521,48.6052222249137,56.8711578948296,2015-07-19
"latent_infections",30,35.5114450007938,41.2649664270949,44.2071763179466,47.4963635339527,56.0535018393657,2015-07-26
"latent_infections",31,34.633342275034,40.3201049024874,43.3661282763856,46.3692087830312,55.472750708722,2015-08-02
"latent_infections",32,33.6220201795872,39.1572963485512,42.462925634691,45.3134455757251,54.1717886150572,2015-08-09
"latent_infections",33,32.6961090419611,37.9409723312247,41.3111254426791,44.3996227884707,53.0046498274479,2015-08-16
"latent_infections",34,31.7537442207355,36.7608579339549,40.3594106028687,43.5738331016541,51.5315482669115,2015-08-23
"latent_infections",35,30.7845558409417,35.9107303293061,39.4835758725427,42.7451274032203,51.25152019395,2015-08-30
"latent_infections",36,29.9915230332186,35.2144095452077,38.8542121743684,42.3052436028346,51.2757944641223,2015-09-06
"latent_infections",37,29.729843872628,34.6914712043864,38.5029554922941,41.8477348694903,51.3321382506617,2015-09-13
"latent_infections",38,29.9212776486554,34.6398499566073,38.3719548167901,42.26188645418,51.4171839040371,2015-09-20
"latent_infections",39,30.5042152962085,35.1844172141309,38.8126337031991,43.1969874837568,53.6752026142756,2015-09-27
"latent_infections",40,31.3582552070842,36.3306092875406,39.9014789117026,44.6242345705671,55.7264454670783,2015-10-04
"latent_infections",41,32.712421611327,38.1172097193325,41.8859606109118,46.8034951762366,58.2773367273611,2015-10-11
"latent_infections",42,34.5811518943167,40.7655073959989,44.6185179832797,50.1160939018183,62.5108107998361,2015-10-18
"latent_infections",43,37.6333970521372,44.507623816221,48.7639477313881,54.8422680985142,67.8210515682789,2015-10-25
"latent_infections",44,42.0793280463933,49.1808217296606,54.5631364430473,61.0022342103485,74.8220029488578,2015-11-01
"latent_infections",45,47.5835940440133,56.3287102341501,62.256990029704,69.7406882339907,84.899481490907,2015-11-08
"latent_infections",46,54.8080367948366,65.8699713173639,73.3228527773543,81.7360036555818,98.5837661581222,2015-11-15
"latent_infections",47,65.1018848968781,78.4102285274987,87.8758301941282,97.5175246447045,118.727550241609,2015-11-22
"latent_infections",48,80.2307521452246,95.6118813598217,107.288869322119,118.400109446492,146.194772621075,2015-11-29
"latent_infections",49,97.8543738923957,118.999539907665,133.01832668293,148.489033742474,181.66647235024,2015-12-06
"latent_infections",50,121.994423265376,150.645263540413,167.801678477022,187.998894423175,229.909444611807,2015-12-13
"latent_infections",51,154.436989092469,192.935440657575,215.72439053742,241.688288367209,301.438962470891,2015-12-20
"latent_infections",52,199.329939893401,249.096511148641,280.173392895099,314.782227093711,392.342136288146,2015-12-27
"latent_infections",53,263.211226877699,316.179775265426,346.301228393534,385.644636374753,464.168578285755,2016-01-03
"latent_infections",54,343.744556799052,409.013288004301,454.304573796264,500.232524894437,597.807827984409,2016-01-10
"latent_infections",55,443.563499756112,522.661100048987,580.978862230082,639.134920796837,754.164151770941,2016-01-17
"latent_infections",56,573.678793882651,671.356954952773,741.717629861266,813.437609727877,941.183884420774,2016-01-24
"latent_infections",57,720.315434749516,852.698055724087,936.439416513544,1024.76769718574,1189.09906920884,2016-01-31
"latent_infections",58,904.088156863041,1067.72492605619,1166.15008711667,1272.75563014138,1498.67893380551,2016-02-07
"latent_infections",59,1118.01116341246,1314.08668069284,1421.47970455016,1565.87995147036,1837.27696210827,2016-02-14
"latent_infections",60,1360.31209627241,1592.4776701902,1706.45264228677,1890.0265050694,2239.73639967281,2016-02-21
"latent_infections",61,1610.27267514002,1872.40838640758,2013.00094613316,2226.44489521675,2665.29331169124,2016-02-28
"latent_infections",62,1853.92645863737,2149.48695927209,2324.72615916449,2561.58225241222,3075.68791535369,2016-03-06
"latent_infections",63,2066.68564261095,2419.92344436625,2631.31348687265,2893.32496069687,3481.75414278926,2016-03-13
"latent_infections",64,2282.51001182133,2661.15508044991,2903.67337198587,3181.3970768584,3836.41385296841,2016-03-20
"latent_infections",65,2457.31319640907,2850.69037930593,3112.13833603085,3434.1011011373,4136.69767096746,2016-03-27
"latent_infections",66,2553.65385044282,2999.62173909502,3271.09832552026,3611.02396127,4367.05425328403,2016-04-03
"latent_infections",67,2597.20111032313,3089.18072253849,3376.29800150468,3742.36319738768,4497.67254725649,2016-04-10
"latent_infections",68,2590.85065828116,3115.87635849467,3405.18260590927,3784.91017885511,4546.23218423036,2016-04-17
"latent_infections",69,2544.40887727391,3099.5116673619,3385.9754250932,3760.57319925895,4522.34111237738,2016-04-24
"latent_infections",70,2480.20887362016,3021.3457037338,3298.96836992032,3693.07162138463,4427.30438243144,2016-05-01
"latent_infections",71,2397.41939839651,2916.15875613234,3177.03680127869,3531.75416872926,4269.38142517563,2016-05-08
"latent_infections",72,2279.8543793794,2779.37087341469,3018.66499606832,3354.25812345196,4036.0405783564,2016-05-15
"latent_infections",73,2144.89022249986,2615.73761609103,2823.00548656078,3129.25272027118,3753.48963004193,2016-05-22
"latent_infections",74,1997.05270334689,2430.88383616363,2605.06182310193,2888.39331020183,3440.80276207886,2016-05-29
"latent_infections",75,1848.5456069502,2228.5076771846,2386.72038256617,2626.50210842604,3112.55017678609,2016-06-05
"latent_infections",76,1695.53379686765,2017.98854579487,2167.57681062843,2367.70967251022,2758.28724496109,2016-06-12
"latent_infections",77,1539.1895874354,1818.9322141162,1934.78413390567,2101.978360879,2477.99310961492,2016-06-19
"latent_infections",78,1376.53358719074,1610.32911521894,1722.47546938564,1865.65181522246,2192.24405879658,2016-06-26
"latent_infections",79,1232.16793604106,1412.09392475267,1515.66782426155,1643.29014491424,1933.63472797049,2016-07-03
"latent_infections",80,1072.75118729237,1242.4390146499,1324.57834914578,1441.92210851237,1706.93020370518,2016-07-10
"latent_infections",81,928.640636195315,1074.39181731,1154.11543936489,1244.47837251528,1497.42936254642,2016-07-17
"latent_infections",82,791.10482902422,928.569958897447,997.61061755082,1077.48411457113,1304.47360878724,2016-07-24
"latent_infections",83,673.914660022202,799.471920323704,862.446514885058,932.831169028218,1114.73188414922,2016-07-31
"latent_infections",84,580.472639186462,684.63942183278,746.098436388798,805.410703068959,962.543707366483,2016-08-07
"latent_infections",85,502.067350988716,588.12232736175,643.726964457183,699.354515734408,828.20388240615,2016-08-14
"latent_infections",86,433.627508562241,505.662929035732,557.782720470244,606.28398381486,718.114478826108,2016-08-21
"latent_infections",87,373.031740785321,439.815533858954,484.420807799627,527.715877566511,623.946967125004,2016-08-28
"latent_infections",88,326.263370773825,384.578890903411,426.145523641122,464.847030271422,550.899232858696,2016-09-04
"latent_infections",89,289.296675483225,341.158000857254,376.53037080132,415.156866476724,490.399860055813,2016-09-11
"latent_infections",90,261.342140063116,306.348851867616,337.710957881082,375.788534260594,443.507238644239,2016-09-18
"latent_infections",91,240.359899005488,281.97514339734,309.376802393674,344.41200644656,412.756211197564,2016-09-25
"latent_infections",92,222.199089479677,264.15940038196,289.630281693552,320.920745325626,387.360390022471,2016-10-02
"latent_infections",93,213.743540355769,254.448106733145,279.696932681758,307.985402421107,373.174054622548,2016-10-09
"latent_infections",94,210.295355897924,249.66395644941,275.412982477178,301.901497889567,365.351885289159,2016-10-16
"latent_infections",95,211.263131992487,253.604988445128,278.201515653291,304.898025825332,366.615299578817,2016-10-23
"latent_infections",96,218.205834819759,264.689235439157,289.579760220343,314.968611898572,383.847652921455,2016-10-30
"latent_infections",97,233.395407321767,282.541162631309,310.748869367516,337.032051982522,411.716144394016,2016-11-06
"latent_infections",98,255.137359047571,310.583958342769,343.280119661994,373.113355662697,453.532095859026,2016-11-13
"latent_infections",99,288.617337830688,352.814001424821,389.100512472778,424.584464584965,513.02987432503,2016-11-20
"latent_infections",100,334.053165744795,412.182271554885,453.953313119831,495.690169660619,595.080757774706,2016-11-27
"latent_infections",101,401.721614976646,492.693532221447,542.252423964834,591.249685609192,714.252969471987,2016-12-04
"latent_infections",102,494.491324435838,599.423921209979,660.170893111655,721.773000883262,873.535120177598,2016-12-11
"latent_infections",103,617.757987245563,745.750631075801,816.166533238659,897.182968112045,1095.97417573349,2016-12-18
"latent_infections",104,766.175752699639,933.814581727389,1026.83721263542,1129.51237830348,1396.9900625311,2016-12-25
"latent_infections",105,795.348863217806,951.772407473584,1029.94964139095,1108.05815945457,1323.90019709556,2017-01-01
"latent_infections",106,974.595937628525,1157.26250045544,1252.74287824072,1354.01951723297,1614.47978074609,2017-01-08
"latent_infections",107,1105.12616879957,1306.39695368876,1404.83781500571,1522.83376755322,1810.8082886626,2017-01-15
"latent_infections",108,1277.21399446563,1490.5325891982,1608.51855032586,1734.64620216059,2052.09024838876,2017-01-22
"latent_infections",109,1459.12132942281,1686.84710490577,1813.1719671585,1970.94811425375,2305.80482841149,2017-01-29
"latent_infections",110,1604.71943705122,1875.68935361455,2021.96595489723,2216.11970680987,2553.53771318917,2017-02-05
"latent_infections",111,1762.12618554905,2065.38223280086,2233.62931821273,2457.63927439676,2812.79394410314,2017-02-12
"latent_infections",112,1908.19073546339,2220.22550562766,2419.07665248845,2671.75355479798,3102.81523966718,2017-02-19
"latent_infections",113,2039.76087236654,2364.42927002921,2595.70668840918,2888.18964779684,3388.71277002609,2017-02-26
"latent_infections",114,2137.79641315306,2481.12169789815,2739.52739323764,3040.19942187399,3634.85810427908,2017-03-05
"latent_infections",115,2177.56982030184,2553.11085221858,2829.0458746627,3161.07126365327,3853.12717174656,2017-03-12
"latent_infections",116,2171.86630891625,2579.83839559534,2871.21868718188,3228.45304806677,3974.14380989141,2017-03-19
"latent_infections",117,2153.26595364802,2569.9903808719,2872.42808408991,3246.16128396765,4008.84509939194,2017-03-26
"latent_infections",118,2110.99355284317,2526.79012410757,2838.32322108937,3203.18144974554,3968.67510958759,2017-04-02
"latent_infections",119,2058.44640668722,2451.91474947489,2761.49050389031,3118.06496923285,3903.77490518379,2017-04-09
"latent_infections",120,1956.58364675672,2355.51418179642,2651.85696221932,2972.53678139608,3773.75897502016,2017-04-16
"latent_infections",121,1869.99860462591,2247.02459727922,2520.30537315994,2825.56518635734,3590.61810764778,2017-04-23
"latent_infections",122,1763.97723727348,2124.18588129666,2381.89440797402,2652.90858153009,3349.42090774951,2017-04-30
"latent_infections",123,1654.07650969812,1989.5263275691,2223.35545618607,2456.33394245127,3068.03636315103,2017-05-07
"latent_infections",124,1543.72747483523,1839.92424962733,2057.79374460456,2266.13332337589,2803.73113368544,2017-05-14
"latent_infections",125,1434.92945937326,1697.56283292943,1890.17441860307,2070.7937322044,2494.05426439785,2017-05-21
"latent_infections",126,1327.66227192501,1555.9941402148,1723.65275634034,1893.25214363827,2235.14521296247,2017-05-28
"latent_infections",127,1212.32772455221,1426.76311362461,1566.41281103655,1708.53382896255,2024.70493009399,2017-06-04
"latent_infections",128,1112.99044561524,1300.2646835625,1409.48107545121,1531.28360921948,1807.5902090914,2017-06-11
"latent_infections",129,1003.12290728615,1171.03945440152,1267.58745959876,1372.31348967444,1585.29914768238,2017-06-18
"latent_infections",130,901.338790148788,1047.05496990508,1130.80903309997,1216.59363543057,1382.249903649,2017-06-25
"latent_infections",131,804.856804121204,932.667909008649,1004.36440576438,1071.25579486128,1209.92153959594,2017-07-02
"latent_infections",132,712.050070049863,823.996753715911,883.02516689172,945.09528691588,1070.06254823795,2017-07-09
"latent_infections",133,626.134212640379,725.36934365865,775.523319857997,827.988158941588,945.641358440311,2017-07-16
"latent_infections",134,550.153792900078,632.077437078577,676.020929729193,718.609004846143,826.059645608468,2017-07-23
"latent_infections",135,481.523152360905,546.005954178848,585.642812007619,626.640977810241,708.597625611116,2017-07-30
"latent_infections",136,418.180018704728,471.052359018426,506.087773066584,544.856091313114,623.304083255282,2017-08-06
"latent_infections",137,361.917428905456,407.492086945237,435.76038579451,471.008467227434,542.150307425451,2017-08-13
"latent_infections",138,309.476035094433,352.211206187154,376.436547203106,409.594156789522,474.374210391966,2017-08-20
"latent_infections",139,265.194513063647,304.781382856985,325.704368098478,353.26552618677,416.132194414307,2017-08-27
"latent_infections",140,228.506386718606,264.050223050178,283.469171847237,308.513876113304,367.754012271067,2017-09-03
"latent_infections",141,198.055362801412,229.242139292537,248.842528121021,270.909346156857,327.616167631105,2017-09-10
"latent_infections",142,171.960788642412,202.262418342879,220.40715123985,240.944574552732,292.601201725963,2017-09-17
"latent_infections",143,151.51467923028,180.336308680709,197.095097378207,217.052110222716,262.438885556933,2017-09-24
"latent_infections",144,137.146304653014,163.023114177418,178.764867044559,198.402685692772,238.484923912714,2017-10-01
"latent_infections",145,124.089861935835,149.714864102354,164.294254230799,184.31716626011,221.628255996546,2017-10-08
"latent_infections",146,115.044788556718,140.535681566394,153.992062353859,172.759108644771,207.931691804555,2017-10-15
"latent_infections",147,109.004006810529,133.974928087596,147.268255662492,166.32526837733,200.990307725688,2017-10-22
"latent_infections",148,105.577393500272,131.192435603038,144.291282300281,163.941958368072,196.8410891816,2017-10-29
"latent_infections",149,105.273490286555,131.230873793215,145.239813017526,164.234390575105,197.963062745074,2017-11-05
"latent_infections",150,107.817943367128,134.324036395998,149.198643448287,166.993369783681,203.049927360848,2017-11-12
"latent_infections",151,112.84875229366,139.793816294794,155.980338164428,174.807174297489,213.438929773246,2017-11-19
"latent_infections",152,120.675096765178,149.424839714295,167.102065677458,185.649974066765,230.091614130594,2017-11-26
"latent_infections",153,131.201845680478,162.417603162966,181.875008469962,202.388696662046,249.956607589887,2017-12-03
"latent_infections",154,145.728780274689,179.430122051277,200.312048007315,224.172746955284,277.359892055571,2017-12-10
"latent_infections",155,162.900918799314,201.56311869297,224.075306676347,250.951281785806,310.337251658833,2017-12-17
"latent_infections",156,186.212035764749,228.044763657394,256.387030654673,284.32510107259,348.950856625104,2017-12-24
"latent_infections",157,210.178335790908,259.766314206221,292.395208132025,324.521424726424,392.958354857472,2017-12-31
"latent_infections",158,278.773484211724,333.338409354683,369.190572970969,405.222785881634,490.032744673079,2018-01-07
"latent_infections",159,328.106637442563,390.025174718827,432.138691151948,471.64000700085,556.408103499964,2018-01-14
"latent_infections",160,399.083441397651,474.350684266136,515.978700106255,562.016842654934,648.575119571901,2018-01-21
"latent_infections",161,478.672627167194,561.558593767241,605.467333275188,662.901832832128,771.445388410384,2018-01-28
"latent_infections",162,568.863984177915,658.405959761853,713.210379954897,773.424268380139,907.981048927512,2018-02-04
"latent_infections",163,669.223088867447,761.85759359905,821.769163351336,890.547332602562,1046.69764299006,2018-02-11
"latent_infections",164,756.337281509629,863.339503525631,931.202438219064,1012.80177555868,1195.04039649755,2018-02-18
"latent_infections",165,836.13548695836,960.291380038121,1042.06190027837,1132.11026541637,1347.89975115057,2018-02-25
"latent_infections",166,901.456753198605,1052.98315880268,1146.19235714179,1242.20143235603,1502.52772858936,2018-03-04
"latent_infections",167,959.273351348397,1135.11259235956,1233.25210479191,1339.7550913013,1660.5096810129,2018-03-11
"latent_infections",168,1010.76627530771,1204.74299292659,1301.39443931086,1421.97722062681,1763.63103350586,2018-03-18
"latent_infections",169,1037.47797755908,1242.47062152239,1351.2285775217,1479.3384810329,1853.16700126019,2018-03-25
"latent_infections",170,1039.85359272564,1257.7494412046,1380.47665307363,1507.38067449472,1899.87945191091,2018-04-01
"latent_infections",171,1038.15835551194,1255.01278520893,1385.04202877908,1517.85546172981,1925.58332981834,2018-04-08
"latent_infections",172,1031.31640767055,1237.2936518844,1364.4344524407,1498.27172620707,1910.30438925373,2018-04-15
"latent_infections",173,996.329494199004,1206.72847215105,1333.3789809798,1458.90481385438,1854.83139889903,2018-04-22
"latent_infections",174,948.57793980391,1172.07462877058,1285.36761987653,1409.58897875023,1779.1982197867,2018-04-29
"latent_infections",175,919.378191708359,1118.58277431421,1229.83081271843,1341.84167075043,1702.73015931428,2018-05-06
"latent_infections",176,881.528706785328,1062.71574902767,1158.21427611417,1271.31064174299,1590.2376773627,2018-05-13
"latent_infections",177,834.141516198823,997.245928595535,1083.84468902589,1184.55767381508,1466.18405142103,2018-05-20
"latent_infections",178,786.108727325061,924.998585531467,1002.18988153177,1099.24053162438,1336.73631731715,2018-05-27
"latent_infections",179,725.035123178753,859.067344598851,921.658708344551,1006.47513800045,1205.3488235177,2018-06-03
"latent_infections",180,671.938592124311,792.720454940024,844.230129625043,917.461907373482,1087.35603258118,2018-06-10
"latent_infections",181,614.254171787796,717.666574540089,771.036139953869,831.488107481471,979.371985494719,2018-06-17
"latent_infections",182,564.586004668849,647.649960701468,697.167388261885,746.334702739143,870.928933829644,2018-06-24
"latent_infections",183,512.830947062411,579.461456355999,625.432512963987,669.883866736347,772.133827015326,2018-07-01
"latent_infections",184,458.06964089171,516.301994644112,558.136808718112,594.682520498646,683.181099644287,2018-07-08
"latent_infections",185,409.971146800845,459.054872563618,495.719140133133,526.613902568325,599.920488443625,2018-07-15
"latent_infections",186,363.98623504328,406.03150610105,435.690813375196,464.233698212597,525.714917236415,2018-07-22
"latent_infections",187,316.072109674606,357.889246904841,382.056305448467,407.089049877301,463.951527959926,2018-07-29
"latent_infections",188,273.225519025276,314.906339242559,333.779528217488,355.983081347982,408.996873776282,2018-08-05
"latent_infections",189,235.772245484337,275.452072323875,292.061893444731,312.35585574457,358.551153915981,2018-08-12
"latent_infections",190,204.009115714367,240.3489140452,256.371628359228,274.239439081952,313.939343666104,2018-08-19
"latent_infections",191,177.180843078455,208.182467922667,225.612012285882,241.171440370721,273.236051897468,2018-08-26
"latent_infections",192,154.828988176562,182.353829206093,198.159719245809,214.057590867361,241.273720790968,2018-09-02
"latent_infections",193,136.44511038455,161.2446306253,175.91544132992,191.107107450827,216.653361152183,2018-09-09
"latent_infections",194,121.605446151056,145.102600810288,157.694538122495,173.081131259208,195.111001087451,2018-09-16
"latent_infections",195,109.900748048128,131.373868694611,143.137740408272,157.941734596949,179.856020260788,2018-09-23
"latent_infections",196,100.697944159708,120.804845610464,132.069821171985,146.543714219183,168.810444912271,2018-09-30
"latent_infections",197,93.7575500126511,113.13696360039,123.804278939091,138.669460461524,161.380608367984,2018-10-07
"latent_infections",198,88.8614384062555,107.817772681755,118.569136678842,133.464783486589,157.523884536859,2018-10-14
"latent_infections",199,86.2393745364809,105.684523266719,116.056657873701,131.114327044292,157.06783914943,2018-10-21
"latent_infections",200,85.4470310906915,105.753049303101,116.283803528837,131.138242254006,158.036719805806,2018-10-28
"latent_infections",201,87.2682805262178,108.609079962067,119.059281993464,134.244332424037,162.303867195774,2018-11-04
"latent_infections",202,92.0441807685671,113.355891161417,124.608867001941,140.545740102436,173.06279907587,2018-11-11
"latent_infections",203,100.024608955942,122.06847500387,134.392921109159,152.474500453597,186.828286866899,2018-11-18
"latent_infections",204,110.936597969492,133.940955721233,147.403503698376,167.906381646728,206.201729179835,2018-11-25
"latent_infections",205,124.10900040187,150.314250132973,166.196961715672,188.06619050835,237.725488491363,2018-12-02
"latent_infections",206,143.447103790078,172.20329863005,192.289357353456,217.013955549798,275.959393827279,2018-12-09
"latent_infections",207,165.974177875671,199.490470815424,225.515880785003,253.842001258006,315.520254983178,2018-12-16
"latent_infections",208,193.60520592959,232.743512502876,267.319314538328,297.324641093506,360.377866860198,2018-12-23
"latent_infections",209,231.133870406124,276.254103595383,318.855801682235,354.174627479157,428.748134248209,2018-12-30
"latent_infections",210,287.369658719866,339.049033627782,381.034171708419,421.14516216473,497.601069589192,2019-01-06
"latent_infections",211,344.796704883534,406.415189862435,453.695478272262,499.222804366404,595.051972220689,2019-01-13
"latent_infections",212,420.212761402713,494.12699016663,544.368449347509,595.270864195414,704.943902413015,2019-01-20
"latent_infections",213,499.528779437243,586.945201833899,643.031675820435,703.880358170531,827.278784743793,2019-01-27
"latent_infections",214,589.579700404293,687.229837407675,753.91333464611,826.098212434483,980.058400256733,2019-02-03
"latent_infections",215,685.335202590926,798.014201926352,877.54191952592,961.730086470338,1148.53559432938,2019-02-10
"latent_infections",216,775.360446935432,916.162571090779,1004.59312738674,1099.3848565118,1320.77172050511,2019-02-17
"latent_infections",217,858.68958294623,1035.13226629642,1132.26037966828,1244.79809280524,1490.26533515434,2019-02-24
"latent_infections",218,957.17739917291,1137.1537042732,1252.88325219621,1391.96641948476,1664.68916233046,2019-03-03
"latent_infections",219,1041.11927459587,1238.17174615494,1366.14209093103,1521.89860840835,1827.30450828343,2019-03-10
"latent_infections",220,1116.50696854626,1327.37545249693,1467.8187269552,1637.79705857011,1980.01605432496,2019-03-17
"latent_infections",221,1195.47793815399,1399.61027266318,1558.47577740493,1738.8514823351,2123.08915567702,2019-03-24
"latent_infections",222,1246.5549441547,1457.56920923419,1630.52883219805,1824.06768134986,2249.04284530569,2019-03-31
"latent_infections",223,1278.97899208639,1504.45626483281,1681.90922234579,1882.35500736368,2354.5648047613,2019-04-07
"latent_infections",224,1299.22111536729,1537.12934851814,1721.1043330053,1936.43863217101,2422.29197761369,2019-04-14
