"variable","t","q025","q25","median","q75","q975","week_start"
"latent_infections",1,0.99999996537583,0.99999996537583,0.99999996537583,0.99999996537583,0.99999996537583,2015-01-04
"latent_infections",2,1.18502262917418,1.20054892358168,1.21011001042651,1.22022519272338,1.2402891630278,2015-01-11
"latent_infections",3,1.76324382780915,1.83123578357267,1.87358845919184,1.92003337402279,2.00514035003555,2015-01-18
"latent_infections",4,2.32126141054331,2.4562999584825,2.540557165901,2.63664207356926,2.81145769009285,2015-01-25
"latent_infections",5,2.9094388129864,3.14427000617854,3.29358619737649,3.46368652659859,3.78437350141608,2015-02-01
"latent_infections",6,3.5351717433369,3.89593912174603,4.12930210448336,4.40136510645994,4.91140377396987,2015-02-08
"latent_infections",7,4.18131623665375,4.69291086815995,5.03357654960366,5.4240130159629,6.18647020401336,2015-02-15
"latent_infections",8,4.83263139926264,5.51857829043513,5.98551286074744,6.52368428819308,7.57262520801566,2015-02-22
"latent_infections",9,5.47604057240389,6.34920216447297,6.96693270683049,7.67202300778714,9.05326220864841,2015-03-01
"latent_infections",10,6.1213914147697,7.18597924002035,7.95338707484755,8.83789661163118,10.6445188657776,2015-03-08
"latent_infections",11,6.71808095902129,7.99565899115593,8.93080192435822,9.9788387222343,12.2874362864957,2015-03-15
"latent_infections",12,7.32792817242194,8.77846921836582,9.85810878550222,11.0736175264531,13.8345876852219,2015-03-22
"latent_infections",13,7.9020035168113,9.54686003865744,10.7399376073178,12.1482484441362,15.2801502160761,2015-03-29
"latent_infections",14,8.49764137706368,10.2677090094291,11.5774137414472,13.1278391679315,16.6032454525832,2015-04-05
"latent_infections",15,9.05850140149096,10.9726741854993,12.3769605261992,14.0629341821513,17.8320341211694,2015-04-12
"latent_infections",16,9.59304133749266,11.6664066725356,13.1583160969938,14.9122933906162,19.048346550454,2015-04-19
"latent_infections",17,10.2041477901511,12.3545747604987,13.891592895348,15.7170203336669,20.1365121306664,2015-04-26
"latent_infections",18,10.7945900663409,13.0315060358193,14.5689378691855,16.4527923266486,20.9606319107508,2015-05-03
"latent_infections",19,11.412420311892,13.6934042310676,15.2245761091894,17.1549352172441,21.6584760815405,2015-05-10
"latent_infections",20,12.0035122957791,14.3935917505376,15.8897516017787,17.7911581022268,22.3746095355574,2015-05-17
"latent_infections",21,12.5657165014782,15.080978844409,16.5495850705198,18.3865720021543,22.9133791194258,2015-05-24
"latent_infections",22,13.2679925299829,15.6747617497572,17.1472979268397,18.9243817864124,23.307467186783,2015-05-31
"latent_infections",23,13.9171185799823,16.2984792677723,17.7651368615683,19.4496771428445,23.7769801691269,2015-06-07
"latent_infections",24,14.5404986528654,16.9302888766725,18.3295767849314,19.9405076650376,24.0723010682843,2015-06-14
"latent_infections",25,15.212253569844,17.4775231350606,18.8224600775126,20.3596172226218,24.3075277093966,2015-06-21
"latent_infections",26,15.7825503969658,17.9086803901977,19.2481207909172,20.7351797809043,24.5641781894174,2015-06-28
"latent_infections",27,16.209477624995,18.2989710445549,19.5952606959355,21.0216447945997,24.6385703134121,2015-07-05
"latent_infections",28,16.4162054043738,18.5461640118846,19.8261846191251,21.1851026054069,24.7109795588633,2015-07-12
"latent_infections",29,16.5227287027907,18.6495875266006,19.9184351437506,21.3922663934707,24.7577038540907,2015-07-19
"latent_infections",30,16.4466417768751,18.648424090442,19.9808714095315,21.4604838633356,24.7115692378273,2015-07-26
"latent_infections",31,16.2109183951242,18.5306346544371,19.8942469878345,21.4755350628498,24.665449342953,2015-08-02
"latent_infections",32,15.9448435048898,18.3189212377475,19.7562037706499,21.4235932950762,24.6706532957357,2015-08-09
"latent_infections",33,15.5615057084837,18.0845813032916,19.5702131370476,21.313414894599,24.6649268611929,2015-08-16
"latent_infections",34,15.2069777984473,17.8046899707508,19.3755984472544,21.1626450728812,24.6576163883706,2015-08-23
"latent_infections",35,14.880466321416,17.5332322708381,19.1599223190573,21.0046380310018,24.5698328632871,2015-08-30
"latent_infections",36,14.5615681754749,17.2830742734461,18.9822454158542,20.940243924326,24.5183372789468,2015-09-06
